label	step	query	ms	rows	note
after-ranged	3-dbstat	sync_resources	0	0	4096
after-ranged	3-dbstat	sqlite_stat1	0	0	4096
after-ranged	3-dbstat	sqlite_sequence	0	0	4096
after-ranged	3-dbstat	sqlite_autoindex_users_1	0	0	4096
after-ranged	3-dbstat	sqlite_autoindex_sync_resources_1	0	0	4096
after-ranged	3-dbstat	sqlite_autoindex_revoked_tokens_1	0	0	4096
after-ranged	3-dbstat	sqlite_autoindex_oauth_clients_1	0	0	4096
after-ranged	3-dbstat	sqlite_autoindex_export_jobs_1	0	0	4096
after-ranged	3-dbstat	sqlite_autoindex_canonical_resources_1	0	0	4096
after-ranged	3-dbstat	sqlite_autoindex_authorization_codes_1	0	0	4096
after-ranged	3-dbstat	special_search_parameters	0	0	4096
after-ranged	3-dbstat	revoked_tokens	0	0	4096
after-ranged	3-dbstat	oauth_clients	0	0	4096
after-ranged	3-dbstat	number_search_parameters	0	0	4096
after-ranged	3-dbstat	logs	0	0	4096
after-ranged	3-dbstat	idx_uri_search_parameters_contained	0	0	4096
after-ranged	3-dbstat	idx_token_search_parameters_contained	0	0	4096
after-ranged	3-dbstat	idx_string_search_parameters_contained	0	0	4096
after-ranged	3-dbstat	idx_special_search_parameters_value_cover	0	0	4096
after-ranged	3-dbstat	idx_special_search_parameters_owner	0	0	4096
after-ranged	3-dbstat	idx_special_search_parameters_contained	0	0	4096
after-ranged	3-dbstat	idx_reference_search_parameters_contained	0	0	4096
after-ranged	3-dbstat	idx_quantity_search_parameters_contained	0	0	4096
after-ranged	3-dbstat	idx_number_search_parameters_owner	0	0	4096
after-ranged	3-dbstat	idx_number_search_parameters_low_cover	0	0	4096
after-ranged2	0-open	open (upgrade if behind)	152	18	
after-ranged2	0-open	user_version	0	18	
after-ranged2	0-open	createValueIndexes (IF NOT EXISTS)	4	0	
after-ranged2	0-open	db bytes	0	0	6947524608
after-ranged2	0-analyze	ANALYZE	3243	0	
after-ranged2	0-patients	big patient 77e10fd0-6a1c-5547-a130-fae1341acf36	0	48554	
after-ranged2	0-patients	small patient 42f0ed8f-d744-5edb-a05d-8e011c1fbd64	0	963	
after-ranged2	0-patients	system of code 227969	0	0	http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items
after-ranged2	1-r1	status=final&_sort=-date	1212	20	
after-ranged2	1-r1	subject=big&_sort=-date	344	20	
after-ranged2	1-r1	subject=small&_sort=-date	78	20	
after-ranged2	1-r1	subject=big	49	20	
after-ranged2	1-r1	Patient/big compartment Observation	74	20	
after-ranged2	1-r1	code=227969	36	20	
after-ranged2	1-r1	code=system|227969	39	20	
after-ranged2	1-r1	code=system| (system only)	45	20	
after-ranged2	1-r1	status=final&code=227969	195	20	
after-ranged2	1-r1	code:text=glucose (documented scan)	68	20	
after-ranged2	1-r1	no parameters (type page)	44	20	
after-ranged2	1-r1	_lastUpdated=ge2000-01-01 (all)	54	20	
after-ranged2	1-r1	_lastUpdated=ge2999-01-01 (none)	6	0	
after-ranged2	1-r1	date=ge2150-01-01	79	20	
after-ranged2	1-r1	value-quantity=gt100	1626	20	
after-ranged2	1-r1	Patient?family=a (string starts-with)	13	0	
after-ranged2	1-r1	Patient?family:exact=Smith	4	0	
after-ranged2	1-r1	_id=<big patient>	28	1	
after-ranged2	1-r1	searchCount subject=big	18	48554	
after-ranged2	1-r2	status=final&_sort=-date	1028	20	
after-ranged2	1-r2	subject=big&_sort=-date	289	20	
after-ranged2	1-r2	subject=small&_sort=-date	64	20	
after-ranged2	1-r2	subject=big	29	20	
after-ranged2	1-r2	Patient/big compartment Observation	59	20	
after-ranged2	1-r2	code=227969	33	20	
after-ranged2	1-r2	code=system|227969	29	20	
after-ranged2	1-r2	code=system| (system only)	29	20	
after-ranged2	1-r2	status=final&code=227969	155	20	
after-ranged2	1-r2	code:text=glucose (documented scan)	35	20	
after-ranged2	1-r2	no parameters (type page)	22	20	
after-ranged2	1-r2	_lastUpdated=ge2000-01-01 (all)	38	20	
after-ranged2	1-r2	_lastUpdated=ge2999-01-01 (none)	1	0	
after-ranged2	1-r2	date=ge2150-01-01	58	20	
after-ranged2	1-r2	value-quantity=gt100	1232	20	
after-ranged2	1-r2	Patient?family=a (string starts-with)	1	0	
after-ranged2	1-r2	Patient?family:exact=Smith	0	0	
after-ranged2	1-r2	_id=<big patient>	3	1	
after-ranged2	1-r2	searchCount subject=big	14	48554	
after-ranged2	2-plan	token code	0	0	SEARCH token_search_parameters USING COVERING INDEX idx_token_search_parameters_value_cover (resource_type=? AND search_name=? AND token_value=?)
after-ranged2	2-plan	reference subject	0	0	SEARCH reference_search_parameters USING COVERING INDEX idx_reference_search_parameters_target_cover (resource_type=? AND search_name=? AND reference_resource_type=? AND reference_id_part=?)
after-ranged2	2-plan	date range	0	0	SEARCH date_search_parameters USING COVERING INDEX idx_date_search_parameters_low_cover (resource_type=? AND search_name=? AND date_value>?) | USE TEMP B-TREE FOR DISTINCT
after-ranged2	2-plan	string starts-with LIKE	0	0	SEARCH string_search_parameters USING INDEX idx_string_search_parameters_owner (resource_type=?)
after-ranged2	2-plan	string starts-with range	0	0	SEARCH string_search_parameters USING COVERING INDEX idx_string_search_parameters_value_cover (resource_type=? AND search_name=? AND string_value>? AND string_value<?) | USE TEMP B-TREE FOR DISTINCT
after-ranged2	2-plan	type page	0	0	SEARCH resources USING INDEX idx_resources_type_updated (resource_type=?)
after-ranged2	2-plan	last_updated range	0	0	SEARCH resources USING INDEX idx_resources_type_updated (resource_type=? AND last_updated>?)
after-ranged2	2-plan	owner delete	0	0	SEARCH token_search_parameters USING INDEX idx_token_search_parameters_owner (resource_type=? AND id=?)
after-ranged2	3-size	db bytes	0	0	6947524608
after-ranged2	3-dbstat	resources_history	0	0	1069707264
after-ranged2	3-dbstat	resources	0	0	1069318144
after-ranged2	3-dbstat	token_search_parameters	0	0	535465984
after-ranged2	3-dbstat	reference_search_parameters	0	0	505294848
after-ranged2	3-dbstat	idx_token_search_parameters_system_cover	0	0	437178368
after-ranged2	3-dbstat	idx_reference_search_parameters_value_cover	0	0	334376960
after-ranged2	3-dbstat	idx_reference_search_parameters_target_cover	0	0	334376960
after-ranged2	3-dbstat	composite_search_parameters	0	0	301236224
after-ranged2	3-dbstat	idx_token_search_parameters_value_cover	0	0	274096128
after-ranged2	3-dbstat	idx_token_search_parameters_owner	0	0	213204992
after-ranged2	3-dbstat	idx_reference_search_parameters_identifier_cover	0	0	200986624
after-ranged2	3-dbstat	idx_reference_search_parameters_owner	0	0	172322816
after-ranged2	3-dbstat	uri_search_parameters	0	0	147775488
after-ranged2	3-dbstat	idx_uri_search_parameters_value_cover	0	0	142032896
after-ranged2	3-dbstat	quantity_search_parameters	0	0	125968384
after-ranged2	3-dbstat	idx_composite_search_parameters_values_cover	0	0	111345664
after-ranged2	3-dbstat	date_search_parameters	0	0	104603648
after-ranged2	3-dbstat	idx_composite_search_parameters_owner	0	0	68235264
after-ranged2	3-dbstat	idx_date_search_parameters_low_cover	0	0	65773568
after-ranged2	3-dbstat	idx_date_search_parameters_high_cover	0	0	65773568
after-ranged2	3-dbstat	idx_quantity_search_parameters_high_cover	0	0	63029248
after-ranged2	3-dbstat	idx_quantity_search_parameters_low_cover	0	0	63025152
after-ranged2	3-dbstat	sqlite_autoindex_resources_history_1	0	0	62697472
after-ranged2	3-dbstat	sqlite_autoindex_resources_1	0	0	60715008
after-ranged2	3-dbstat	idx_uri_search_parameters_owner	0	0	54538240
after-ranged2	3-dbstat	idx_date_search_parameters_owner	0	0	53993472
after-ranged2	3-dbstat	string_search_parameters	0	0	46714880
after-ranged2	3-dbstat	idx_quantity_search_parameters_owner	0	0	42557440
after-ranged2	3-dbstat	idx_string_search_parameters_exact_cover	0	0	36909056
after-ranged2	3-dbstat	idx_string_search_parameters_value_cover	0	0	36782080
after-ranged2	3-dbstat	idx_resources_type_updated	0	0	26107904
after-ranged2	3-dbstat	idx_resources_history_type_updated	0	0	26107904
after-ranged2	3-dbstat	idx_string_search_parameters_owner	0	0	24670208
after-ranged2	3-dbstat	sqlite_schema	0	0	20480
after-ranged2	3-dbstat	users	0	0	4096
after-ranged2	3-dbstat	sync_resources	0	0	4096
after-ranged2	3-dbstat	sqlite_stat1	0	0	4096
after-ranged2	3-dbstat	sqlite_sequence	0	0	4096
after-ranged2	3-dbstat	sqlite_autoindex_users_1	0	0	4096
after-ranged2	3-dbstat	sqlite_autoindex_sync_resources_1	0	0	4096
after-ranged2	3-dbstat	sqlite_autoindex_revoked_tokens_1	0	0	4096
after-ranged2	3-dbstat	sqlite_autoindex_oauth_clients_1	0	0	4096
after-ranged2	3-dbstat	sqlite_autoindex_export_jobs_1	0	0	4096
after-ranged2	3-dbstat	sqlite_autoindex_canonical_resources_1	0	0	4096
after-ranged2	3-dbstat	sqlite_autoindex_authorization_codes_1	0	0	4096
after-ranged2	3-dbstat	special_search_parameters	0	0	4096
after-ranged2	3-dbstat	revoked_tokens	0	0	4096
after-ranged2	3-dbstat	oauth_clients	0	0	4096
after-ranged2	3-dbstat	number_search_parameters	0	0	4096
after-ranged2	3-dbstat	logs	0	0	4096
after-ranged2	3-dbstat	idx_uri_search_parameters_contained	0	0	4096
after-ranged2	3-dbstat	idx_token_search_parameters_contained	0	0	4096
after-ranged2	3-dbstat	idx_string_search_parameters_contained	0	0	4096
after-ranged2	3-dbstat	idx_special_search_parameters_value_cover	0	0	4096
after-ranged2	3-dbstat	idx_special_search_parameters_owner	0	0	4096
after-ranged2	3-dbstat	idx_special_search_parameters_contained	0	0	4096
after-ranged2	3-dbstat	idx_reference_search_parameters_contained	0	0	4096
after-ranged2	3-dbstat	idx_quantity_search_parameters_contained	0	0	4096
after-ranged2	3-dbstat	idx_number_search_parameters_owner	0	0	4096
after-ranged2	3-dbstat	idx_number_search_parameters_low_cover	0	0	4096
after-final	0-open	open (upgrade if behind)	144	18	
after-final	0-open	user_version	0	18	
after-final	0-open	createValueIndexes (IF NOT EXISTS)	13	0	
after-final	0-open	db bytes	0	0	6947524608
after-final	0-analyze	ANALYZE	3389	0	
after-final	0-patients	big patient 77e10fd0-6a1c-5547-a130-fae1341acf36	0	48554	
after-final	0-patients	small patient 42f0ed8f-d744-5edb-a05d-8e011c1fbd64	0	963	
after-final	0-patients	system of code 227969	0	0	http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items
after-final	1-r1	status=final&_sort=-date	1240	20	
after-final	1-r1	subject=big&_sort=-date	325	20	
after-final	1-r1	subject=small&_sort=-date	84	20	
after-final	1-r1	subject=big	51	20	
after-final	1-r1	Patient/big compartment Observation	79	20	
after-final	1-r1	code=227969	44	20	
after-final	1-r1	code=system|227969	27	20	
after-final	1-r1	code=system| (system only)	42	20	
after-final	1-r1	status=final&code=227969	193	20	
after-final	1-r1	code:text=glucose (documented scan)	53	20	
after-final	1-r1	no parameters (type page)	34	20	
after-final	1-r1	_lastUpdated=ge2000-01-01 (all)	48	20	
after-final	1-r1	_lastUpdated=ge2999-01-01 (none)	6	0	
after-final	1-r1	date=ge2150-01-01	57	20	
after-final	1-r1	value-quantity=gt100	49	20	
after-final	1-r1	Patient?family=a (string starts-with)	9	0	
after-final	1-r1	Patient?family:exact=Smith	2	0	
after-final	1-r1	_id=<big patient>	14	1	
after-final	1-r1	searchCount subject=big	15	48554	
after-final	1-r2	status=final&_sort=-date	1004	20	
after-final	1-r2	subject=big&_sort=-date	292	20	
after-final	1-r2	subject=small&_sort=-date	58	20	
after-final	1-r2	subject=big	36	20	
after-final	1-r2	Patient/big compartment Observation	55	20	
after-final	1-r2	code=227969	37	20	
after-final	1-r2	code=system|227969	33	20	
after-final	1-r2	code=system| (system only)	34	20	
after-final	1-r2	status=final&code=227969	175	20	
after-final	1-r2	code:text=glucose (documented scan)	58	20	
after-final	1-r2	no parameters (type page)	35	20	
after-final	1-r2	_lastUpdated=ge2000-01-01 (all)	42	20	
after-final	1-r2	_lastUpdated=ge2999-01-01 (none)	4	0	
after-final	1-r2	date=ge2150-01-01	48	20	
after-final	1-r2	value-quantity=gt100	37	20	
after-final	1-r2	Patient?family=a (string starts-with)	6	0	
after-final	1-r2	Patient?family:exact=Smith	2	0	
after-final	1-r2	_id=<big patient>	7	1	
after-final	1-r2	searchCount subject=big	15	48554	
after-final	2-plan	token code	0	0	SEARCH token_search_parameters USING COVERING INDEX idx_token_search_parameters_value_cover (resource_type=? AND search_name=? AND token_value=?)
after-final	2-plan	reference subject	0	0	SEARCH reference_search_parameters USING COVERING INDEX idx_reference_search_parameters_target_cover (resource_type=? AND search_name=? AND reference_resource_type=? AND reference_id_part=?)
after-final	2-plan	date range	0	0	SEARCH date_search_parameters USING COVERING INDEX idx_date_search_parameters_low_cover (resource_type=? AND search_name=? AND date_value>?) | USE TEMP B-TREE FOR DISTINCT
after-final	2-plan	string starts-with LIKE	0	0	SEARCH string_search_parameters USING INDEX idx_string_search_parameters_owner (resource_type=?)
after-final	2-plan	string starts-with range	0	0	SEARCH string_search_parameters USING COVERING INDEX idx_string_search_parameters_value_cover (resource_type=? AND search_name=? AND string_value>? AND string_value<?) | USE TEMP B-TREE FOR DISTINCT
after-final	2-plan	type page	0	0	SEARCH resources USING INDEX idx_resources_type_updated (resource_type=?)
after-final	2-plan	last_updated range	0	0	SEARCH resources USING INDEX idx_resources_type_updated (resource_type=? AND last_updated>?)
after-final	2-plan	owner delete	0	0	SEARCH token_search_parameters USING INDEX idx_token_search_parameters_owner (resource_type=? AND id=?)
after-final	3-size	db bytes	0	0	6947524608
after-final	3-dbstat	resources_history	0	0	1069707264
after-final	3-dbstat	resources	0	0	1069318144
after-final	3-dbstat	token_search_parameters	0	0	535465984
after-final	3-dbstat	reference_search_parameters	0	0	505294848
after-final	3-dbstat	idx_token_search_parameters_system_cover	0	0	437178368
after-final	3-dbstat	idx_reference_search_parameters_value_cover	0	0	334376960
after-final	3-dbstat	idx_reference_search_parameters_target_cover	0	0	334376960
after-final	3-dbstat	composite_search_parameters	0	0	301236224
after-final	3-dbstat	idx_token_search_parameters_value_cover	0	0	274096128
after-final	3-dbstat	idx_token_search_parameters_owner	0	0	213204992
after-final	3-dbstat	idx_reference_search_parameters_identifier_cover	0	0	200986624
after-final	3-dbstat	idx_reference_search_parameters_owner	0	0	172322816
after-final	3-dbstat	uri_search_parameters	0	0	147775488
after-final	3-dbstat	idx_uri_search_parameters_value_cover	0	0	142032896
after-final	3-dbstat	quantity_search_parameters	0	0	125968384
after-final	3-dbstat	idx_composite_search_parameters_values_cover	0	0	111345664
after-final	3-dbstat	date_search_parameters	0	0	104603648
after-final	3-dbstat	idx_composite_search_parameters_owner	0	0	68235264
after-final	3-dbstat	idx_date_search_parameters_low_cover	0	0	65773568
after-final	3-dbstat	idx_date_search_parameters_high_cover	0	0	65773568
after-final	3-dbstat	idx_quantity_search_parameters_high_cover	0	0	63029248
after-final	3-dbstat	idx_quantity_search_parameters_low_cover	0	0	63025152
after-final	3-dbstat	sqlite_autoindex_resources_history_1	0	0	62697472
after-final	3-dbstat	sqlite_autoindex_resources_1	0	0	60715008
after-final	3-dbstat	idx_uri_search_parameters_owner	0	0	54538240
after-final	3-dbstat	idx_date_search_parameters_owner	0	0	53993472
after-final	3-dbstat	string_search_parameters	0	0	46714880
after-final	3-dbstat	idx_quantity_search_parameters_owner	0	0	42557440
after-final	3-dbstat	idx_string_search_parameters_exact_cover	0	0	36909056
after-final	3-dbstat	idx_string_search_parameters_value_cover	0	0	36782080
after-final	3-dbstat	idx_resources_type_updated	0	0	26107904
after-final	3-dbstat	idx_resources_history_type_updated	0	0	26107904
after-final	3-dbstat	idx_string_search_parameters_owner	0	0	24670208
after-final	3-dbstat	sqlite_schema	0	0	20480
after-final	3-dbstat	users	0	0	4096
after-final	3-dbstat	sync_resources	0	0	4096
after-final	3-dbstat	sqlite_stat1	0	0	4096
after-final	3-dbstat	sqlite_sequence	0	0	4096
after-final	3-dbstat	sqlite_autoindex_users_1	0	0	4096
after-final	3-dbstat	sqlite_autoindex_sync_resources_1	0	0	4096
after-final	3-dbstat	sqlite_autoindex_revoked_tokens_1	0	0	4096
after-final	3-dbstat	sqlite_autoindex_oauth_clients_1	0	0	4096
after-final	3-dbstat	sqlite_autoindex_export_jobs_1	0	0	4096
after-final	3-dbstat	sqlite_autoindex_canonical_resources_1	0	0	4096
after-final	3-dbstat	sqlite_autoindex_authorization_codes_1	0	0	4096
after-final	3-dbstat	special_search_parameters	0	0	4096
after-final	3-dbstat	revoked_tokens	0	0	4096
after-final	3-dbstat	oauth_clients	0	0	4096
after-final	3-dbstat	number_search_parameters	0	0	4096
after-final	3-dbstat	logs	0	0	4096
after-final	3-dbstat	idx_uri_search_parameters_contained	0	0	4096
after-final	3-dbstat	idx_token_search_parameters_contained	0	0	4096
after-final	3-dbstat	idx_string_search_parameters_contained	0	0	4096
after-final	3-dbstat	idx_special_search_parameters_value_cover	0	0	4096
after-final	3-dbstat	idx_special_search_parameters_owner	0	0	4096
after-final	3-dbstat	idx_special_search_parameters_contained	0	0	4096
after-final	3-dbstat	idx_reference_search_parameters_contained	0	0	4096
after-final	3-dbstat	idx_quantity_search_parameters_contained	0	0	4096
after-final	3-dbstat	idx_number_search_parameters_owner	0	0	4096
after-final	3-dbstat	idx_number_search_parameters_low_cover	0	0	4096
sort-walk	0-open	open (upgrade if behind)	204	18	
sort-walk	0-open	user_version	0	18	
sort-walk	0-open	createValueIndexes (IF NOT EXISTS)	3	0	
sort-walk	0-open	db bytes	0	0	6947524608
sort-walk	0-analyze	ANALYZE	3239	0	
sort-walk	0-patients	big patient 77e10fd0-6a1c-5547-a130-fae1341acf36	0	48554	
sort-walk	0-patients	small patient 42f0ed8f-d744-5edb-a05d-8e011c1fbd64	0	963	
sort-walk	0-patients	system of code 227969	0	0	http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items
sort-walk	1-r1	status=final&_sort=-date	457	20	
sort-walk	1-r1	subject=big&_sort=-date	293	20	
sort-walk	1-r1	subject=small&_sort=-date	82	20	
sort-walk	1-r1	subject=big	41	20	
sort-walk	1-r1	Patient/big compartment Observation	46	20	
sort-walk	1-r1	code=227969	18	20	
sort-walk	1-r1	code=system|227969	25	20	
sort-walk	1-r1	code=system| (system only)	28	20	
sort-walk	1-r1	status=final&code=227969	155	20	
sort-walk	1-r1	code:text=glucose (documented scan)	42	20	
sort-walk	1-r1	no parameters (type page)	19	20	
sort-walk	1-r1	_lastUpdated=ge2000-01-01 (all)	43	20	
sort-walk	1-r1	_lastUpdated=ge2999-01-01 (none)	4	0	
sort-walk	1-r1	date=ge2150-01-01	51	20	
sort-walk	1-r1	value-quantity=gt100	71	20	
sort-walk	1-r1	Patient?family=a (string starts-with)	16	0	
sort-walk	1-r1	Patient?family:exact=Smith	3	0	
sort-walk	1-r1	_id=<big patient>	36	1	
sort-walk	1-r1	searchCount subject=big	23	48554	
sort-walk	1-r2	status=final&_sort=-date	255	20	
sort-walk	1-r2	subject=big&_sort=-date	259	20	
sort-walk	1-r2	subject=small&_sort=-date	52	20	
sort-walk	1-r2	subject=big	41	20	
sort-walk	1-r2	Patient/big compartment Observation	39	20	
sort-walk	1-r2	code=227969	30	20	
sort-walk	1-r2	code=system|227969	23	20	
sort-walk	1-r2	code=system| (system only)	19	20	
sort-walk	1-r2	status=final&code=227969	139	20	
sort-walk	1-r2	code:text=glucose (documented scan)	38	20	
sort-walk	1-r2	no parameters (type page)	26	20	
sort-walk	1-r2	_lastUpdated=ge2000-01-01 (all)	27	20	
sort-walk	1-r2	_lastUpdated=ge2999-01-01 (none)	1	0	
sort-walk	1-r2	date=ge2150-01-01	45	20	
sort-walk	1-r2	value-quantity=gt100	31	20	
sort-walk	1-r2	Patient?family=a (string starts-with)	2	0	
sort-walk	1-r2	Patient?family:exact=Smith	0	0	
sort-walk	1-r2	_id=<big patient>	3	1	
sort-walk	1-r2	searchCount subject=big	15	48554	
sort-walk	2-plan	token code	0	0	SEARCH token_search_parameters USING COVERING INDEX idx_token_search_parameters_value_cover (resource_type=? AND search_name=? AND token_value=?)
sort-walk	2-plan	reference subject	0	0	SEARCH reference_search_parameters USING COVERING INDEX idx_reference_search_parameters_target_cover (resource_type=? AND search_name=? AND reference_resource_type=? AND reference_id_part=?)
sort-walk	2-plan	date range	0	0	SEARCH date_search_parameters USING COVERING INDEX idx_date_search_parameters_low_cover (resource_type=? AND search_name=? AND date_value>?) | USE TEMP B-TREE FOR DISTINCT
sort-walk	2-plan	string starts-with LIKE	0	0	SEARCH string_search_parameters USING INDEX idx_string_search_parameters_owner (resource_type=?)
sort-walk	2-plan	string starts-with range	0	0	SEARCH string_search_parameters USING COVERING INDEX idx_string_search_parameters_value_cover (resource_type=? AND search_name=? AND string_value>? AND string_value<?) | USE TEMP B-TREE FOR DISTINCT
sort-walk	2-plan	type page	0	0	SEARCH resources USING INDEX idx_resources_type_updated (resource_type=?)
sort-walk	2-plan	last_updated range	0	0	SEARCH resources USING INDEX idx_resources_type_updated (resource_type=? AND last_updated>?)
sort-walk	2-plan	owner delete	0	0	SEARCH token_search_parameters USING INDEX idx_token_search_parameters_owner (resource_type=? AND id=?)
sort-walk	3-size	db bytes	0	0	6947524608
sort-walk	3-dbstat	resources_history	0	0	1069707264
sort-walk	3-dbstat	resources	0	0	1069318144
sort-walk	3-dbstat	token_search_parameters	0	0	535465984
sort-walk	3-dbstat	reference_search_parameters	0	0	505294848
sort-walk	3-dbstat	idx_token_search_parameters_system_cover	0	0	437178368
sort-walk	3-dbstat	idx_reference_search_parameters_value_cover	0	0	334376960
sort-walk	3-dbstat	idx_reference_search_parameters_target_cover	0	0	334376960
sort-walk	3-dbstat	composite_search_parameters	0	0	301236224
sort-walk	3-dbstat	idx_token_search_parameters_value_cover	0	0	274096128
sort-walk	3-dbstat	idx_token_search_parameters_owner	0	0	213204992
sort-walk	3-dbstat	idx_reference_search_parameters_identifier_cover	0	0	200986624
sort-walk	3-dbstat	idx_reference_search_parameters_owner	0	0	172322816
sort-walk	3-dbstat	uri_search_parameters	0	0	147775488
sort-walk	3-dbstat	idx_uri_search_parameters_value_cover	0	0	142032896
sort-walk	3-dbstat	quantity_search_parameters	0	0	125968384
sort-walk	3-dbstat	idx_composite_search_parameters_values_cover	0	0	111345664
sort-walk	3-dbstat	date_search_parameters	0	0	104603648
sort-walk	3-dbstat	idx_composite_search_parameters_owner	0	0	68235264
sort-walk	3-dbstat	idx_date_search_parameters_low_cover	0	0	65773568
sort-walk	3-dbstat	idx_date_search_parameters_high_cover	0	0	65773568
sort-walk	3-dbstat	idx_quantity_search_parameters_high_cover	0	0	63029248
sort-walk	3-dbstat	idx_quantity_search_parameters_low_cover	0	0	63025152
sort-walk	3-dbstat	sqlite_autoindex_resources_history_1	0	0	62697472
sort-walk	3-dbstat	sqlite_autoindex_resources_1	0	0	60715008
sort-walk	3-dbstat	idx_uri_search_parameters_owner	0	0	54538240
sort-walk	3-dbstat	idx_date_search_parameters_owner	0	0	53993472
sort-walk	3-dbstat	string_search_parameters	0	0	46714880
sort-walk	3-dbstat	idx_quantity_search_parameters_owner	0	0	42557440
sort-walk	3-dbstat	idx_string_search_parameters_exact_cover	0	0	36909056
sort-walk	3-dbstat	idx_string_search_parameters_value_cover	0	0	36782080
sort-walk	3-dbstat	idx_resources_type_updated	0	0	26107904
sort-walk	3-dbstat	idx_resources_history_type_updated	0	0	26107904
sort-walk	3-dbstat	idx_string_search_parameters_owner	0	0	24670208
sort-walk	3-dbstat	sqlite_schema	0	0	20480
sort-walk	3-dbstat	users	0	0	4096
sort-walk	3-dbstat	sync_resources	0	0	4096
sort-walk	3-dbstat	sqlite_stat1	0	0	4096
sort-walk	3-dbstat	sqlite_sequence	0	0	4096
sort-walk	3-dbstat	sqlite_autoindex_users_1	0	0	4096
sort-walk	3-dbstat	sqlite_autoindex_sync_resources_1	0	0	4096
sort-walk	3-dbstat	sqlite_autoindex_revoked_tokens_1	0	0	4096
sort-walk	3-dbstat	sqlite_autoindex_oauth_clients_1	0	0	4096
sort-walk	3-dbstat	sqlite_autoindex_export_jobs_1	0	0	4096
sort-walk	3-dbstat	sqlite_autoindex_canonical_resources_1	0	0	4096
sort-walk	3-dbstat	sqlite_autoindex_authorization_codes_1	0	0	4096
sort-walk	3-dbstat	special_search_parameters	0	0	4096
sort-walk	3-dbstat	revoked_tokens	0	0	4096
sort-walk	3-dbstat	oauth_clients	0	0	4096
sort-walk	3-dbstat	number_search_parameters	0	0	4096
sort-walk	3-dbstat	logs	0	0	4096
sort-walk	3-dbstat	idx_uri_search_parameters_contained	0	0	4096
sort-walk	3-dbstat	idx_token_search_parameters_contained	0	0	4096
sort-walk	3-dbstat	idx_string_search_parameters_contained	0	0	4096
sort-walk	3-dbstat	idx_special_search_parameters_value_cover	0	0	4096
sort-walk	3-dbstat	idx_special_search_parameters_owner	0	0	4096
sort-walk	3-dbstat	idx_special_search_parameters_contained	0	0	4096
sort-walk	3-dbstat	idx_reference_search_parameters_contained	0	0	4096
sort-walk	3-dbstat	idx_quantity_search_parameters_contained	0	0	4096
sort-walk	3-dbstat	idx_number_search_parameters_owner	0	0	4096
sort-walk	3-dbstat	idx_number_search_parameters_low_cover	0	0	4096
sort-sample	0-open	open (upgrade if behind)	154	18	
sort-sample	0-open	user_version	0	18	
sort-sample	0-open	createValueIndexes (IF NOT EXISTS)	9	0	
sort-sample	0-open	db bytes	0	0	6947524608
sort-sample	0-analyze	ANALYZE	2981	0	
sort-sample	0-patients	big patient 77e10fd0-6a1c-5547-a130-fae1341acf36	0	48554	
sort-sample	0-patients	small patient 42f0ed8f-d744-5edb-a05d-8e011c1fbd64	0	963	
sort-sample	0-patients	system of code 227969	0	0	http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items
sort-sample	1-r1	status=final&_sort=-date	251	20	
sort-sample	1-r1	subject=big&_sort=-date	331	20	
sort-sample	1-r1	subject=small&_sort=-date	94	20	
sort-sample	1-r1	subject=big	50	20	
sort-sample	1-r1	Patient/big compartment Observation	80	20	
sort-sample	1-r1	code=227969	30	20	
sort-sample	1-r1	code=system|227969	38	20	
sort-sample	1-r1	code=system| (system only)	57	20	
sort-sample	1-r1	status=final&code=227969	168	20	
sort-sample	1-r1	code:text=glucose (documented scan)	40	20	
sort-sample	1-r1	no parameters (type page)	32	20	
sort-sample	1-r1	_lastUpdated=ge2000-01-01 (all)	44	20	
sort-sample	1-r1	_lastUpdated=ge2999-01-01 (none)	5	0	
sort-sample	1-r1	date=ge2150-01-01	65	20	
sort-sample	1-r1	value-quantity=gt100	46	20	
sort-sample	1-r1	Patient?family=a (string starts-with)	5	0	
sort-sample	1-r1	Patient?family:exact=Smith	2	0	
sort-sample	1-r1	_id=<big patient>	14	1	
sort-sample	1-r1	searchCount subject=big	13	48554	
sort-sample	1-r2	status=final&_sort=-date	33	20	
sort-sample	1-r2	subject=big&_sort=-date	264	20	
sort-sample	1-r2	subject=small&_sort=-date	49	20	
sort-sample	1-r2	subject=big	34	20	
sort-sample	1-r2	Patient/big compartment Observation	43	20	
sort-sample	1-r2	code=227969	21	20	
sort-sample	1-r2	code=system|227969	25	20	
sort-sample	1-r2	code=system| (system only)	19	20	
sort-sample	1-r2	status=final&code=227969	149	20	
sort-sample	1-r2	code:text=glucose (documented scan)	29	20	
sort-sample	1-r2	no parameters (type page)	15	20	
sort-sample	1-r2	_lastUpdated=ge2000-01-01 (all)	42	20	
sort-sample	1-r2	_lastUpdated=ge2999-01-01 (none)	1	0	
sort-sample	1-r2	date=ge2150-01-01	36	20	
sort-sample	1-r2	value-quantity=gt100	20	20	
sort-sample	1-r2	Patient?family=a (string starts-with)	1	0	
